ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Dependents,Property_Area,Loan_Status
109107,0,909313,1,0,Urban,1
189325,0,6678408,1,2,Rural,1
194449,90947,3842571,1,0,Semiurban,1
54420,90947,3403510,0,0,Urban,0
116679,90947,3315453,1,0,Urban,1
158223,0,716008,1,0,Rural,1
162323,90947,5470912,1,3,Rural,1
86168,90947,2191918,1,0,Rural,1
149504,90947,6017114,1,0,Semiurban,1
162146,0,4311577,1,0,Rural,1
111299,90947,3952910,1,0,Semiurban,1
53206,90947,1829643,1,0,Rural,1
29942,90947,5724411,1,2,Rural,1
96189,0,6454700,1,2,Semiurban,0
169108,90947,752519,0,0,Semiurban,0
120992,90947,3966867,1,0,Rural,1
151965,90947,6851192,1,1,Urban,1
32733,90947,6391668,1,0,Rural,1
80843,90947,4134476,1,1,Rural,1
155610,0,3190453,1,0,Rural,1
28919,90947,5664049,1,1,Semiurban,1
71207,90947,568119,1,0,Semiurban,1
153881,90947,1766766,1,3,Rural,1
78523,90947,6260365,1,0,Rural,1
191838,90947,1740765,1,3,Semiurban,1
176058,90947,3182517,0,3,Semiurban,0
39093,90947,6713936,1,0,Urban,0
46660,90947,615840,0,0,Urban,0
55877,90947,5390586,1,3,Urban,1
127220,0,6123308,1,0,Urban,0
57472,90947,3013405,1,0,Rural,1
95832,90947,3176741,0,0,Rural,0
148355,90947,791387,1,0,Urban,1
120856,90947,4666288,1,0,Rural,1
177152,90947,600745,1,0,Urban,1
125520,90947,6174361,0,1,Urban,0
39518,90947,5066582,1,2,Rural,1
166234,0,6376879,1,3,Semiurban,1
40443,90947,4145046,1,1,Rural,0
147454,90947,5315570,0,3,Urban,0
100534,90947,5137835,0,1,Rural,0
104015,0,2919972,1,0,Semiurban,1
39693,90947,2208053,1,3,Rural,1
50294,0,6300396,1,2,Rural,0
62780,0,672058,1,3,Urban,1
106330,90947,3118952,1,0,Rural,1
104739,90947,5472940,1,3,Urban,1
47029,0,3217233,0,1,Semiurban,0
59774,90947,2493572,1,0,Semiurban,1
170214,90947,2634845,1,1,Semiurban,1
83692,90947,3090711,1,0,Urban,1
42921,0,2059256,1,3,Urban,1
157111,90947,4220689,1,3,Semiurban,1
88980,0,5926814,1,1,Rural,1
147701,90947,2460897,1,1,Semiurban,1
170424,90947,6296669,1,0,Urban,1
63492,90947,5795498,1,1,Urban,1
126260,90947,2265485,1,2,Urban,1
36207,90947,3846380,1,3,Rural,1
26523,90947,5996560,1,1,Rural,1
176201,90947,607017,1,1,Semiurban,1
84579,90947,6800323,1,2,Semiurban,1
181499,0,6366658,1,1,Urban,1
31003,0,6282020,1,1,Rural,1
61596,90947,6307850,1,0,Rural,0
18816,0,247166,1,0,Rural,1
34110,90947,5992027,1,2,Rural,1
81104,0,6253575,1,0,Rural,1
60598,0,1951142,1,3,Semiurban,1
150177,0,2843706,1,0,Urban,0
125748,0,2748476,1,0,Semiurban,1
116076,90947,205148,0,0,Semiurban,0
125732,90947,3434229,1,0,Semiurban,1
84590,90947,3565290,1,1,Urban,0
104797,0,4692444,0,0,Urban,0
35382,90947,3082033,1,1,Urban,0
113440,0,1045284,1,3,Rural,1
36170,0,1898887,1,1,Urban,1
45295,0,1257099,1,1,Rural,1
106535,90947,1270033,1,0,Semiurban,1
65617,90947,2545663,1,0,Urban,1
52539,90947,2166328,1,3,Urban,1
133520,90947,3174333,0,0,Rural,0
163992,90947,3902949,1,1,Semiurban,1
181164,90947,6794484,0,0,Semiurban,0
188411,90947,6797578,0,0,Semiurban,0
27037,0,1882546,1,0,Semiurban,0
129317,90947,6751286,1,0,Semiurban,1
185624,90947,5554750,1,3,Rural,1
160518,90947,3462218,1,3,Urban,1
89795,0,4524280,1,0,Rural,1
42514,90947,2764333,1,0,Semiurban,1
25582,0,2558366,1,0,Semiurban,0
119808,90947,3890888,1,0,Semiurban,1
194530,90947,5911448,1,0,Rural,1
136242,0,5489628,1,0,Semiurban,1
163259,90947,3305889,0,0,Urban,0
73537,0,5406957,1,0,Urban,0
75819,0,3457967,1,0,Rural,1
138113,90947,4116740,1,1,Urban,1
33531,0,3961792,1,1,Urban,0
54164,0,4401310,1,0,Rural,1
95665,0,6014605,1,1,Semiurban,0
82259,0,5502043,0,3,Semiurban,0
142362,90947,2510980,1,1,Rural,1
196370,90947,6650158,1,2,Urban,1
121627,90947,6848186,1,0,Rural,1
103284,0,2212413,1,1,Rural,1
123605,90947,5272555,0,0,Semiurban,0
43337,90947,1184195,1,0,Urban,1
89130,0,2325242,1,0,Semiurban,1
184435,0,4594940,1,0,Urban,1
195202,90947,5866836,1,0,Rural,1
15269,90947,2454385,1,0,Urban,1
93901,0,5749126,1,0,Urban,0
71732,0,1893350,1,0,Rural,1
98074,90947,3398175,1,0,Urban,1
71167,90947,4081357,0,0,Urban,0
111004,90947,2278159,0,1,Semiurban,1
39284,90947,4788433,1,1,Rural,1
47744,0,1133943,1,0,Rural,1
168092,0,2429729,1,3,Semiurban,1
152844,90947,1485210,1,0,Urban,1
197975,90947,3277314,1,2,Semiurban,1
184898,90947,1107948,1,2,Rural,1
85058,90947,4359529,1,0,Semiurban,1
148235,0,4221081,1,0,Urban,1
66435,0,2805801,0,0,Rural,0
127178,90947,4096883,1,0,Urban,1
70308,0,2283961,1,3,Rural,1
96113,0,536418,1,0,Rural,1
143328,90947,390508,1,0,Rural,0
19163,90947,3811520,1,0,Urban,1
58750,90947,431891,0,1,Urban,0
141942,0,1784963,1,0,Semiurban,1
30172,0,5900088,1,0,Rural,0
52254,90947,2222235,1,0,Urban,1
143091,0,785079,1,0,Urban,1
74495,90947,4203380,1,1,Urban,1
145637,90947,5415622,1,3,Rural,1
94831,0,5247176,1,1,Urban,1
94273,0,4083248,0,0,Semiurban,0
25853,0,395726,1,0,Urban,1
73116,90947,3129437,1,3,Urban,1
188998,90947,1583071,1,3,Rural,1
99346,0,2532168,1,0,Rural,1
31097,0,1593705,1,0,Urban,1
79859,90947,3723610,1,0,Urban,1
67398,90947,3022956,1,0,Urban,1
102431,0,1881324,1,2,Rural,1
133164,90947,4899896,1,0,Urban,1
183023,90947,6469418,1,3,Rural,1
173325,0,987015,1,2,Urban,1
119215,0,938930,0,3,Urban,0
93448,90947,1338076,0,0,Rural,0
143248,90947,2209896,1,3,Semiurban,1
118512,90947,3237941,0,0,Urban,0
187018,0,887777,1,0,Semiurban,1
91652,0,661926,1,0,Urban,1
182732,0,5542241,1,3,Semiurban,1
66931,90947,3665353,1,0,Urban,1
126590,0,3832761,1,0,Urban,1
23646,90947,5632363,0,2,Urban,0
67786,90947,695919,0,2,Semiurban,0
169110,0,4626863,1,3,Urban,0
34630,90947,5623897,1,0,Semiurban,1
19304,90947,118576,0,0,Rural,0
113225,90947,4024040,0,0,Rural,1
37007,0,3020901,1,2,Urban,0
131821,90947,6983893,1,2,Semiurban,0
140748,90947,4218474,1,2,Urban,1
124833,0,480867,1,1,Rural,1
69491,0,5179005,1,1,Rural,0
160702,90947,1934008,1,0,Rural,1
49489,0,4116264,0,3,Urban,0
70801,0,3282034,1,0,Urban,0
62068,90947,3080253,1,0,Semiurban,1
130874,0,5145381,0,3,Semiurban,0
32534,90947,6059107,1,3,Urban,1
199436,0,6024727,1,1,Urban,1
180269,0,770403,1,0,Semiurban,0
72087,0,5534783,1,0,Semiurban,0
48123,0,6367682,1,0,Rural,0
17823,90947,6176975,0,0,Urban,0
154229,90947,5794929,1,0,Semiurban,1
30581,90947,373376,1,0,Urban,1
120847,90947,3988030,1,1,Rural,0
174033,90947,1936772,1,1,Rural,1
141846,0,2444214,1,1,Rural,1
184109,90947,5362441,1,3,Urban,1
168835,0,3569941,1,1,Urban,1
73535,0,322695,1,1,Semiurban,1
36998,90947,4559400,1,2,Urban,1
22085,0,2477175,1,0,Urban,0
76508,0,5985026,1,0,Rural,1
192872,90947,5006340,1,0,Rural,1
145611,90947,115737,1,2,Urban,1
97186,90947,1682658,1,3,Semiurban,1
87853,0,5567872,1,3,Semiurban,0
110022,0,4760693,1,3,Urban,1
164336,90947,5147079,1,0,Rural,1
98468,90947,4322155,1,0,Urban,1
48149,0,3851194,1,1,Urban,0
180475,90947,5975666,0,2,Semiurban,1
25476,0,3252865,1,0,Urban,0
190690,0,1321462,1,3,Rural,1
74716,90947,5731347,1,0,Semiurban,1
153489,90947,3415261,0,3,Semiurban,0
62893,90947,115279,1,0,Rural,1
20570,90947,2034046,0,0,Rural,0
53818,90947,1057218,1,2,Rural,1
131639,90947,2899659,0,0,Urban,0
41021,90947,6117243,0,0,Rural,0
168401,90947,3150671,1,0,Rural,1
178751,0,975695,1,0,Urban,1
64172,0,771655,1,3,Semiurban,1
108536,90947,2776467,1,0,Semiurban,1
158963,90947,3738391,1,0,Semiurban,1
191572,90947,159271,1,0,Urban,1
153851,0,3725593,1,0,Urban,1
62369,0,3413724,1,2,Rural,1
185980,90947,6378983,1,2,Rural,1
69439,0,6661299,0,1,Urban,0
73425,90947,5956716,1,0,Urban,1
165104,90947,2941010,1,0,Semiurban,1
88360,90947,1681549,1,2,Rural,1
161040,90947,3410320,1,0,Rural,1
60379,0,5400346,1,0,Urban,0
118689,90947,1063066,1,3,Urban,1
195084,0,2118127,0,0,Urban,0
44757,0,4766358,1,0,Urban,0
62192,90947,6761684,1,1,Rural,1
140343,90947,5152367,1,3,Rural,1
95553,0,1472231,1,0,Rural,1
43332,90947,2276307,1,0,Rural,1
66604,0,4292343,1,1,Semiurban,1
21508,90947,1551392,1,0,Semiurban,1
190999,0,5528961,1,3,Urban,1
26933,0,4384983,1,0,Semiurban,0
158177,90947,3613828,1,1,Rural,1
190828,90947,4692879,1,0,Urban,1
171032,0,430171,1,3,Semiurban,0
68256,0,5296360,1,0,Semiurban,1
189594,0,4146092,1,0,Rural,1
22536,90947,1052944,0,0,Urban,0
37836,90947,6777326,1,0,Urban,1
17217,90947,3657971,1,0,Urban,1
43165,90947,5740026,1,2,Rural,1
187111,90947,4109369,1,3,Rural,1
44475,0,3403856,0,1,Semiurban,0
139639,0,5379424,1,0,Rural,1
32361,0,1197563,1,0,Semiurban,1
134590,90947,5836220,1,1,Semiurban,1
159938,90947,215526,1,0,Urban,1
119356,0,4541919,0,3,Semiurban,0
34188,90947,5153379,1,0,Urban,1
71731,90947,4792462,1,1,Semiurban,1
73929,90947,6949368,1,1,Rural,1
19390,90947,1607363,1,0,Semiurban,1
152084,90947,1304182,1,0,Urban,1
69436,90947,6195101,1,0,Rural,0
42506,90947,5409927,1,3,Semiurban,1
144473,0,5691805,1,1,Rural,1
123306,90947,2029850,1,1,Urban,1
100498,90947,1287096,1,1,Rural,1
35548,90947,1405056,1,1,Rural,1
19651,90947,1618465,1,2,Urban,1
83492,0,2393094,1,2,Semiurban,1
119085,0,6734800,1,0,Urban,1
175243,90947,1703678,1,0,Urban,1
195097,0,5371289,1,1,Semiurban,1
130517,0,1784512,1,1,Urban,1
138609,0,5763468,1,3,Semiurban,1
81195,90947,6730726,1,2,Rural,1
22805,90947,3509714,1,0,Urban,1
81296,0,1789206,1,1,Urban,1
111309,90947,5459134,0,0,Urban,0
121827,0,2559183,1,0,Semiurban,1
179798,0,6055390,1,2,Semiurban,1
108603,90947,1394047,0,0,Rural,0
57718,90947,1867186,1,0,Urban,1
184680,90947,3555176,1,0,Semiurban,1
150480,90947,6652482,1,0,Rural,1
82391,90947,5005050,0,1,Urban,0
108321,0,5964289,0,2,Rural,0
86157,90947,4734466,1,0,Semiurban,1
115576,90947,1023110,1,2,Rural,1
68346,90947,6415093,1,0,Rural,0
107550,0,3736081,1,1,Rural,1
83698,0,925962,1,2,Rural,1
100800,90947,6396073,0,0,Semiurban,0
119821,90947,3407052,1,1,Semiurban,1
68117,0,2890908,1,0,Semiurban,1
74117,90947,2810480,1,3,Semiurban,1
81144,90947,996172,1,2,Semiurban,1
173328,90947,5526274,0,1,Semiurban,0
23076,0,3934183,1,0,Urban,0
48908,90947,4918157,1,3,Rural,1
27353,90947,6892191,1,2,Semiurban,1
107290,0,4307080,1,0,Urban,1
192537,90947,231741,1,2,Urban,1
23173,0,5730932,1,3,Rural,0
185075,0,1538197,1,0,Urban,1
20196,90947,3461595,1,0,Urban,1
153989,90947,6785012,0,0,Urban,0
194451,90947,764768,1,2,Rural,1
81274,0,5860903,1,0,Rural,0
156964,90947,437128,1,0,Semiurban,1
78541,90947,6781858,1,0,Semiurban,1
182563,90947,5117022,1,0,Urban,1
146729,0,870599,1,0,Semiurban,1
145833,90947,6362668,1,3,Rural,1
104232,0,5476799,1,0,Rural,1
99646,90947,156589,1,0,Rural,1
198436,90947,3574133,1,0,Rural,1
37572,90947,1232477,1,0,Semiurban,1
39421,0,4310549,1,0,Rural,0
17164,90947,2077042,1,3,Semiurban,1
121642,90947,5632103,1,2,Rural,1
120106,90947,2531064,0,2,Semiurban,0
69292,90947,4423236,1,3,Rural,1
85167,90947,3543857,1,2,Semiurban,1
77939,0,104180,0,3,Semiurban,0
134855,90947,5871447,1,0,Rural,0
166970,90947,6496310,1,1,Urban,1
118533,90947,6768549,1,0,Rural,1
177804,90947,4037674,1,0,Urban,1
133288,90947,4834295,1,0,Rural,1
59598,0,1482346,1,0,Urban,1
151268,90947,2984414,1,1,Semiurban,1
132005,0,3743063,1,3,Urban,1
48689,90947,3674878,1,0,Urban,1
101707,90947,3154107,1,0,Rural,1
77548,90947,2755348,1,0,Urban,1
174187,90947,2453397,1,2,Rural,1
121153,90947,854190,1,0,Urban,1
199561,0,1571093,1,3,Urban,0
100949,90947,4923553,1,0,Urban,1
116282,0,2368370,1,0,Rural,1
24279,90947,4074173,1,0,Rural,1
143239,90947,6068137,1,0,Rural,1
184617,90947,3354695,1,3,Urban,1
37925,90947,2689059,1,0,Semiurban,1
169487,90947,945188,0,0,Rural,0
20572,0,4869999,1,3,Rural,1
93221,0,620915,0,3,Rural,0
175514,90947,112522,1,1,Urban,1
101686,90947,1998480,1,0,Semiurban,1
176496,90947,2592560,1,3,Rural,1
118726,90947,640615,1,0,Rural,1
105539,90947,4399383,1,0,Rural,1
165544,0,6819936,0,1,Urban,0
54378,0,507944,1,0,Rural,1
120542,0,5431559,1,0,Urban,1
37617,90947,5632345,1,0,Semiurban,1
73052,0,4397080,1,0,Rural,0
79129,0,3305318,0,2,Semiurban,0
166119,90947,2893492,0,2,Semiurban,0
131076,0,3864504,1,1,Urban,1
67454,90947,6134703,1,3,Urban,1
44270,0,3614181,1,1,Rural,0
194938,90947,741058,1,1,Semiurban,1
199325,0,1395462,1,1,Semiurban,1
189436,90947,3274952,1,2,Semiurban,1
125016,0,5185349,1,2,Urban,1
129400,90947,1426891,1,2,Rural,1
18217,0,2263353,1,3,Semiurban,0
143066,90947,4838255,1,2,Semiurban,0
151888,0,5462433,1,2,Rural,1
56106,0,2440863,1,0,Rural,1
183521,90947,2532607,1,1,Rural,1
138859,90947,1593571,1,1,Rural,1
80162,0,722061,1,0,Urban,1
105847,90947,1974728,1,1,Semiurban,1
96363,0,1055711,1,0,Urban,1
61175,90947,3316003,0,0,Rural,0
153730,90947,5168891,1,0,Semiurban,1
86588,0,4678959,1,3,Rural,1
81389,90947,1195787,1,1,Semiurban,1
80783,0,5044522,1,3,Semiurban,1
140059,90947,3652939,1,3,Rural,1
61604,0,4941824,1,1,Semiurban,0
168948,90947,4482705,0,0,Semiurban,0
183377,0,3756857,0,0,Semiurban,0
91031,90947,2779214,1,3,Urban,1
188441,0,1229625,1,0,Urban,1
107664,0,6412031,1,0,Urban,1
143600,90947,4011961,1,0,Rural,1
82999,0,2111851,0,0,Rural,0
160726,0,5719909,1,0,Semiurban,1
133425,0,2538553,1,0,Rural,1
89713,0,6252691,0,2,Rural,0
69933,90947,5932289,1,0,Rural,1
141934,90947,4443262,1,0,Rural,1
36750,90947,5401875,1,1,Urban,1
83670,90947,3048275,1,0,Urban,1
194881,0,2692486,1,0,Urban,1
162245,0,4193101,0,2,Rural,0
153742,0,3504485,1,3,Urban,1
90148,90947,1614918,1,2,Semiurban,1
167352,0,478868,1,0,Rural,0
195346,0,4977800,1,0,Rural,1
66469,0,3267931,1,0,Urban,1
135839,0,2449626,1,1,Semiurban,1
38257,90947,1753500,1,0,Urban,1
187717,90947,5696862,1,1,Rural,1
82197,0,3297950,1,2,Urban,1
153554,90947,4097502,1,0,Rural,1
165331,90947,3433206,1,2,Rural,1
109543,0,1506630,1,3,Semiurban,1
103811,0,773692,1,0,Urban,1
110068,90947,5444399,0,2,Semiurban,0
78743,0,4436436,1,0,Urban,1
181003,0,5788889,1,3,Rural,1
165294,90947,5430523,1,2,Urban,1
55020,90947,6460998,1,0,Urban,1
121103,0,5584249,1,0,Semiurban,1
139051,90947,3965066,1,0,Semiurban,1
113858,0,6613477,1,0,Urban,1
26399,90947,449279,0,0,Urban,0
186765,90947,6364319,1,2,Rural,1
108401,90947,949559,1,0,Rural,1
68753,0,1081806,1,0,Semiurban,1
147888,90947,5046886,1,0,Rural,1
88075,90947,3581534,0,0,Semiurban,0
193409,90947,1348260,1,0,Rural,1
96010,90947,5337305,1,2,Semiurban,1
64340,90947,5301872,1,0,Semiurban,1
65592,90947,4430962,0,3,Urban,0
48988,90947,4112746,0,2,Semiurban,0
132285,0,1196862,0,3,Urban,0
160019,90947,866594,1,3,Urban,1
124364,0,448063,1,1,Urban,1
25253,90947,235458,1,0,Urban,1
175710,0,1225975,1,2,Rural,0
116211,90947,3217990,1,0,Rural,1
135371,0,5366913,1,2,Urban,1
30604,90947,267716,1,1,Semiurban,1
49483,0,1787011,0,0,Urban,0
125031,0,1688479,1,0,Urban,1
160320,90947,2872516,1,3,Urban,1
55577,0,3658918,1,1,Urban,0
184950,90947,1066421,1,1,Rural,1
42501,90947,2887151,1,1,Urban,1
17670,90947,224166,1,0,Urban,1
30135,90947,3678127,1,3,Urban,1
106739,0,6382834,1,0,Urban,1
65763,90947,532809,1,0,Urban,1
73060,90947,6326434,1,0,Urban,1
191661,90947,4927058,1,2,Urban,1
187713,90947,5082497,1,0,Urban,1
54932,90947,3196250,1,2,Urban,1
96052,90947,5201795,1,1,Rural,1
177525,0,2119248,1,1,Semiurban,1
192731,90947,2067735,1,2,Rural,1
52024,90947,4849314,1,3,Semiurban,0
101189,90947,2133775,1,2,Semiurban,1
131210,90947,6884281,1,0,Urban,1
172007,90947,5989991,1,3,Rural,1
174223,0,2388729,1,2,Urban,1
51138,0,1450832,0,0,Urban,0
54670,0,901743,1,0,Semiurban,1
186245,0,5109365,1,3,Urban,0
42981,90947,1114125,1,3,Urban,1
18384,90947,5698801,0,0,Urban,0
75416,0,2598518,1,1,Rural,1
164149,90947,4349468,1,1,Semiurban,1
84719,90947,6271307,1,0,Urban,1
107401,90947,5795519,1,0,Semiurban,1
139035,90947,1777088,1,3,Rural,1
113901,0,3578457,1,0,Urban,1
111254,0,1478160,1,3,Semiurban,1
22495,0,495667,1,0,Urban,1
107270,90947,1551863,0,0,Urban,0
80231,0,5263326,1,3,Semiurban,1
70369,90947,4928599,0,0,Rural,0
176899,0,2542037,1,3,Rural,1
39067,0,958578,1,1,Urban,1
108850,90947,2788376,1,2,Urban,1
159160,90947,1327208,1,2,Semiurban,1
25976,90947,2267614,1,0,Urban,1
83712,0,4787201,1,3,Semiurban,1
178197,90947,6389586,1,3,Urban,1
110827,90947,487425,1,0,Urban,1
127716,0,6559000,0,2,Semiurban,1
50666,90947,6497739,0,3,Urban,0
43148,90947,811060,1,0,Urban,1
98184,90947,2984542,1,1,Urban,1
152922,90947,3187705,1,1,Rural,1
129035,90947,1318421,1,2,Semiurban,1
63332,90947,6469128,1,0,Semiurban,1
123955,0,3149076,1,1,Urban,1
177232,0,2062836,1,0,Rural,1
147626,90947,3799276,0,0,Rural,0
125238,0,2908251,1,2,Semiurban,1
71531,0,3476179,1,0,Semiurban,1
75926,90947,5872704,1,3,Semiurban,1
81207,0,131626,1,2,Semiurban,1
110256,90947,2376071,1,1,Semiurban,1
133256,90947,5960399,1,2,Semiurban,1
58437,90947,231114,1,0,Rural,1
180291,90947,601988,0,3,Rural,0
102233,0,3880451,1,0,Semiurban,1
136666,90947,108998,1,0,Rural,1
70195,90947,6458314,1,2,Rural,1
172668,90947,5518815,1,0,Semiurban,1
169594,90947,5137994,1,0,Rural,1
189157,0,6421502,1,1,Urban,1
171823,90947,1115823,1,0,Semiurban,1
107516,90947,6110531,1,3,Urban,1
24474,90947,6697118,0,0,Rural,0
15534,90947,6037859,1,1,Urban,0
27040,90947,2214509,0,2,Semiurban,0
55529,90947,3692311,0,0,Semiurban,0
150738,0,5580971,1,0,Urban,1
52441,0,2671737,1,0,Urban,1
51766,0,185649,1,3,Semiurban,1
136305,90947,4624453,1,0,Semiurban,0
169957,0,983723,1,0,Urban,1
51460,90947,6401250,1,0,Semiurban,1
172487,0,3990986,1,0,Semiurban,1
117363,0,3119144,1,1,Urban,1
56290,0,524140,1,3,Rural,1
75116,90947,2700987,0,0,Semiurban,0
192110,0,4433437,1,1,Semiurban,1
114831,90947,877076,1,1,Rural,1
195797,90947,608666,1,0,Rural,1
184986,0,6595732,1,1,Semiurban,1
143773,90947,5109852,1,1,Rural,1
186390,90947,1607649,0,0,Semiurban,0
116999,90947,964877,1,0,Semiurban,1
188203,90947,6394194,1,0,Urban,1
58513,90947,1284380,1,0,Semiurban,1
60139,90947,388040,1,3,Urban,1
57381,0,1473978,1,1,Rural,0
156495,0,853791,1,1,Semiurban,1
17216,90947,1039561,1,0,Urban,1
178376,0,3888055,1,1,Urban,1
86872,0,626173,1,0,Rural,1
122347,90947,5020097,0,1,Rural,0
30573,0,4071965,1,0,Semiurban,1
39094,0,5017284,1,0,Urban,0
89907,0,304148,0,0,Rural,0
51363,90947,1294052,1,0,Semiurban,1
35751,90947,6574317,1,1,Rural,1
70008,90947,4282471,1,2,Urban,1
144579,90947,4485352,1,1,Semiurban,1
156123,0,4664957,1,0,Semiurban,1
69153,0,4778205,1,3,Rural,0
15737,0,5500024,1,0,Semiurban,0
124308,90947,4627688,1,2,Rural,1
91520,90947,308968,1,0,Rural,1
165274,90947,5795908,1,1,Urban,1
159158,90947,4254061,0,2,Urban,0
118646,0,437255,1,0,Semiurban,1
93784,0,5308273,1,0,Semiurban,1
103836,0,1703576,1,2,Semiurban,1
174809,0,3065683,1,1,Urban,1
56486,90947,3645449,1,2,Semiurban,1
179288,0,6333993,1,0,Urban,1
190252,0,185259,1,0,Semiurban,0
29436,90947,4696526,1,0,Rural,1
64094,90947,6048626,1,0,Rural,1
38818,90947,1165994,1,3,Semiurban,1
87233,90947,4480144,1,2,Urban,1
19161,90947,3679399,1,0,Semiurban,1
143349,0,4828769,1,0,Semiurban,1
25043,0,2336556,1,0,Rural,0
137765,90947,3016732,1,2,Semiurban,1
80655,0,3332439,1,1,Rural,1
160652,90947,4010099,0,1,Semiurban,0
68636,0,2315123,1,0,Rural,1
158646,90947,4064731,1,3,Rural,1
177863,90947,4501996,0,3,Semiurban,0
144848,0,3040854,1,2,Semiurban,1
65942,90947,5557391,0,0,Semiurban,0
126009,0,6827508,1,1,Rural,1
64502,90947,4545984,0,2,Semiurban,0
25394,90947,2729352,1,2,Semiurban,1
135145,0,4909029,1,0,Urban,1
17250,0,2655672,1,1,Semiurban,0
167516,0,2941870,1,0,Semiurban,1
193036,90947,3194236,0,0,Rural,0
169039,90947,2689366,0,2,Semiurban,0
34621,90947,701988,1,1,Urban,1
103442,90947,4537852,1,0,Semiurban,1
125005,0,3706929,1,0,Semiurban,1
39623,90947,5342552,0,1,Semiurban,0
107388,0,6829886,1,0,Rural,0
69999,0,2886934,1,0,Rural,1
192117,90947,2809090,1,0,Rural,1
111207,90947,3668022,1,0,Urban,1
192968,90947,5588623,0,0,Semiurban,0
161088,90947,3225979,1,0,Semiurban,1
125520,90947,4652997,1,0,Urban,1
31321,90947,3178799,1,3,Urban,1
26376,90947,4734452,1,0,Semiurban,1
33276,90947,4102394,1,0,Urban,1
180578,90947,6362316,1,0,Semiurban,1
94392,0,5025165,1,0,Semiurban,1
40544,90947,3566651,1,0,Urban,1
75504,0,3222628,0,0,Semiurban,0
60701,90947,6768348,1,1,Rural,1
133794,90947,6057183,1,2,Semiurban,0
124594,0,6658335,1,2,Semiurban,1
50271,90947,336933,1,0,Semiurban,1
37444,90947,6695798,1,0,Urban,1
102070,90947,1978401,1,0,Rural,1
24662,90947,2502051,1,0,Semiurban,1
198723,0,6848979,1,3,Urban,1
125248,90947,2348261,1,3,Semiurban,1
159324,90947,5734508,1,2,Urban,1
42214,90947,5699246,0,0,Rural,0
181401,0,867263,1,0,Urban,0
117798,0,6610200,1,0,Urban,1
31350,0,4600171,1,0,Rural,0
34987,90947,1348293,0,2,Semiurban,0
195610,90947,2697012,1,0,Rural,1
21761,0,2321440,1,1,Semiurban,1
39358,0,2426314,1,0,Semiurban,0
69601,90947,6419012,1,1,Rural,1
141553,90947,2982854,1,2,Urban,1
105249,90947,6509920,1,1,Urban,1
18751,0,4940431,0,1,Semiurban,0
151916,0,1596672,0,0,Rural,0
44153,90947,6823498,1,3,Rural,1
154563,90947,5707103,1,0,Urban,1
162487,90947,918871,1,3,Rural,1
23733,90947,6067829,1,2,Urban,1
133144,90947,6221257,1,1,Semiurban,1
45516,0,5615703,1,0,Urban,0
141283,90947,1596890,1,0,Semiurban,1
139971,90947,3856641,1,3,Rural,1
64698,0,2293266,1,3,Rural,1
130671,90947,5549727,1,1,Urban,1
29759,90947,4751217,1,3,Rural,1
127571,0,112329,0,3,Urban,1
39955,0,632707,1,1,Rural,1
98835,0,3128787,1,1,Rural,1
69206,90947,2727240,1,0,Semiurban,1
172833,0,3544639,1,2,Semiurban,1
170182,90947,6432955,1,0,Rural,1
27695,0,1575324,1,2,Rural,1
105296,90947,2608922,1,0,Urban,1
90793,90947,481659,1,0,Rural,1
65872,90947,6561055,1,3,Semiurban,1
120082,90947,2845192,1,3,Urban,1
47938,90947,418771,1,0,Urban,1
177892,0,5700804,0,3,Urban,1
154663,0,3641784,1,0,Rural,1
63013,90947,5751617,0,0,Rural,0
26784,90947,3604057,1,3,Rural,1
79712,90947,113780,0,0,Rural,0
174300,90947,3874614,1,2,Urban,1
138118,90947,173065,1,1,Semiurban,1
39466,90947,3159627,1,0,Urban,1
157885,0,662557,1,0,Semiurban,1
107687,90947,4677233,1,1,Semiurban,1
21620,90947,3658588,1,0,Semiurban,1
40924,0,654205,1,3,Semiurban,1
49857,90947,5464951,1,0,Semiurban,1
163011,90947,5867607,1,0,Urban,1
90682,90947,6309630,1,0,Rural,1
117037,0,5528361,1,2,Rural,1
77743,90947,2331047,1,0,Semiurban,1
161150,0,4163572,1,0,Urban,1
120777,90947,4612273,1,2,Semiurban,1
183786,0,5629840,1,1,Rural,1
130684,90947,5055816,1,0,Rural,1
15845,0,6960646,0,0,Semiurban,0
45678,90947,682498,1,0,Urban,1
152725,90947,4351385,1,0,Rural,1
81855,90947,1948347,1,0,Rural,1
101037,90947,5117948,1,0,Rural,1
57670,0,3404750,1,0,Semiurban,1
36487,90947,5072431,1,1,Urban,1
94868,0,5119991,1,3,Semiurban,1
170889,90947,2760502,1,0,Semiurban,1
83426,0,4355010,1,0,Rural,1
181465,0,5308371,1,1,Rural,1
20513,90947,118627,1,2,Rural,1
75842,90947,2997097,1,0,Semiurban,1
154716,0,3375143,1,3,Urban,1
180469,90947,3961990,1,0,Semiurban,1
123756,90947,2529234,1,0,Rural,1
133000,90947,5555182,1,0,Semiurban,1
169592,0,3837746,1,0,Semiurban,1
193584,0,2202832,1,2,Semiurban,1
199941,90947,6432489,0,0,Urban,0
179398,90947,2458213,1,0,Semiurban,1
186910,90947,4499870,1,0,Semiurban,1
58675,0,733637,1,0,Urban,1
